offence_year,division,ticket_type,offence_category,age_group,ticket_count
2020,D43,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2019,D11,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2019,D33,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D11,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2019,D11,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2023,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D53,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,D31,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2023,D51,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2019,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2019,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D42,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,D41,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D43,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D12,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2023,D32,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,D41,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2020,D23,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D12,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D42,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2022,D55,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2022,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D33,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D43,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D11,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2019,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D11,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,D12,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D41,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2019,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2019,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D33,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2019,D55,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D43,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2019,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D55,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2022,D32,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D22,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D12,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D14,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D13,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2022,D14,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D55,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D23,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2019,D22,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D11,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D55,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D53,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D43,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2019,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D41,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D41,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2023,D52,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,D33,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2019,D31,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D13,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D33,Prov Offence Summons Part III Form 104,Distracted Driving,Adult,2
2021,D51,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D11,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D23,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D14,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D43,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D33,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2019,D52,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2022,D41,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,D53,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2023,D12,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2022,D32,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2022,D53,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2019,D22,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,D51,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,D42,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2020,D42,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,D22,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2020,D12,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2023,D42,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2023,D31,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2022,D52,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2023,D53,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,D22,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2021,D23,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2023,D55,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2022,D22,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2021,D51,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,D42,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2020,D31,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2023,D11,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,D41,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2020,D42,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2022,D33,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2023,D23,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,D33,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D41,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,D22,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,D53,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D52,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2021,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D23,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,D14,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D55,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,D51,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2023,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D33,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D41,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2023,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D13,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D52,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D23,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D41,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D52,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,D33,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D53,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D13,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D14,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D22,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D22,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D13,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D42,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,D12,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2023,D23,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2020,D23,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2022,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,D51,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,NSA,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2019,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,D42,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2023,D13,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2023,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D23,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2023,D53,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,D55,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D23,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D51,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2019,D33,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,D13,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,D42,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D53,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,D52,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D51,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,D32,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,D23,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2023,D41,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2020,D33,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2020,D22,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,D52,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,NSA,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,D53,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D55,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,D31,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,NSA,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,D42,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,D22,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2019,D11,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2021,D22,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2023,D53,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2023,D53,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,All CAIA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Aggressive Driving,Adult,2
2023,D23,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2023,D12,Prov Offence Notice - Part I (Pot),Other HTA,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Speeding,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,D23,Prov Offence Summons Part III Form 104,Other HTA,Adult,2
2021,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2020,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2020,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2022,NSA,Prov Offence Notice - Part I (Pot),Distracted Driving,Adult,2
2022,NSA,Prov Offence Summons Part III Form 104,Speeding,Adult,2
2019,NSA,Prov Offence Notice - Part I (Pot),All CAIA,Adult,2
